date,name,info,results
13/Dec/2021,dumbbell deadlifts,-With medium size dumbbells-15 reps-move to overhead squat,45
13/Dec/2021,Overhead Squat,-with light dumbbells-10 reps-rest 1 minute-move back to dumbbell deadlifts-3 complete sets,"15 lbs. Still extremely hard for me to do this movement. I'm trying to determine the root cause. It's difficult for me to keep my shoulders back, so I tried lat stretches in between sets but couldn't discern a difference in mobility. I think that the issue is my entire torso floats forward as I get deeper into the squat, so even if my arms are parallel with or slightly angled backwards from my torso the weights end up in front of me."
13/Dec/2021,hanging knees-to-chest,"-hanging from a bar, bring your knees all the way up to your chest, then lower your legs slowly back down-10 repsmove to bicycles",
13/Dec/2021,bicycles,-see video-10 reps per side (20 total)-rest 1 minutemove back to hanging knees to chest-3 complete sets,
12/Dec/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,"Went back to The Scoop. Did Chimichanga Alternative from the correct start and figured out the first move on Chimichanga. I only tried the start a couple times and was feeling very close on bringing the right hand out, so I feel confident that it's doable with some focus. I mainly focused on dialing the top section of Jeremiah, starting from the lefthand pinch and right hand undercling. "
11/Dec/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","Attempted The Amendment in Bocan. This thing is so techy. I flailed on the start sequence about 30 times before unlocking the he cryptic foot beta. Literally used the same footholds the whole time, but by the end was able to understand the subtle combo of pushing and squeezing required of the feet. Was pretty ragged by the time I figured the start out, so didn't make much progress on the upper section. "
9/Dec/2021,Bench Press,RPE 710 repssuperset with Rows3 sets,145
9/Dec/2021,Dumbbell Row,RPE 7 (dumbbells or bands)10 reps/armsuperset with bench press3 sets,50
9/Dec/2021,Squat Jumps,BodyweightJump as high as you can10 repssuperset with glute bridge3 sets,
9/Dec/2021,Single Leg Glute Bridge,RPE 7 (weighted)10 reps per legsuperset with squat jumps3 sets,25lbs. Did with foot on bench because I didn't read instructions. Burns the hammy!
9/Dec/2021,Overhead Press,RPE 710 repssuperset with weighted pull-ups3 sets,70 - can do more at 10 reps. Tired from doing shoulders the day before because I did workouts out of order this week.
9/Dec/2021,Weighted Pull-Ups,RPE 7 (weighted)10 repssuperset with OHP3 sets,30
9/Dec/2021,Repeaters,20mm10 on / 10 off10 repsrest 2 minutes3 sets,
8/Dec/2021,Projecting,"Ideally outside, but inside if necessary.Please take video if you can!",Yellows were 26 and 32 out out of 32 qual routes. Pink was a V9. Orange was women's final 1. I worked the yellow with bicycle for too long and was very tired for the other lines. The rest felt very doable.
8/Dec/2021,Slow Squat,"With light weights (RPE 5)Very slowly move into a squat. Stay in the squatted position for 5-10 seconds, then return to a standing position.5 repsSuperset with slow overhead press",45
8/Dec/2021,Slow Overhead Press,"With light weights (same weight as for slow squat)Very slowly lift the weight overhead. Stay locked out in the overhead press position for 5-10 seconds, then return the weight to your chest.5 repsSuperset with lunges",45
8/Dec/2021,Slow Lunges,"With light weightsSlowly move into a lunge position. Hold the lunge position (stretching slightly forward/back) for 5-10 seconds, then return to standing. Switch sides.5 reps per side",15lbs per side
8/Dec/2021,Repeat 3X,Rest 2 minutesReturn to slow squat and repeat for 3 sets total,
8/Dec/2021,Stretch & Foam Roll,,
7/Dec/2021,Heavy Hangs,Added weight at RPE 820mmHang 10 / Rest 1510 repsrest 2 minutes3 sets,
7/Dec/2021,On-site Campus Make-Ups,"Choose a starting holdmaking up the moves as you go, campus from hold to hold. Try to aim for 45-60 seconds straight.Rest 2 minutes3 sets",
7/Dec/2021,5 Move Campus Double-Take,"Set a 5 move campus climb but you must ""double take"" each move (when you move your right hand up, you have to move it back down and then back up in order to continue).Set and try to complete 3 boulders. ~30 minutes.",
7/Dec/2021,Heaviest Hangs,Added weight at RPE 1020mmHang 5rest 1 minute5 sets,
5/Dec/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,Went and tried Arrowhead Arete. The stand is so stupidly hard for me. I couldn't do it. Did Rupture (V6) and Wood Hook (V7 or maybe 8 IMO).
4/Dec/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","Went to the scoop for the first time and sampled a bunch of climbs. Did stand starts to multiple lines: Chimichanga Alternative (started 1 move in on accident), Chimichanga Classic Left, and Jeremiah High. Also did the V6 on the right arete. Worked Jeremiah and was able to do all the moves!! Gonna go back soon for send burns. 🤙🤙Other vids are too big for TrueCoach. Will link them when I put them on Instagram."
2/Dec/2021,Doubles,"On low-angle terrain, climb 5 or 6 boulders but you must move both hands at the same time. What's the hardest boulder you can complete this way?",
2/Dec/2021,Simple Dynos,Do 10 progressively bigger or more difficult dynos. Take about 30 seconds rest between each.,
2/Dec/2021,Hand / Foot,Make up 3-4 dynos where you are catching a hand and landing a foot at the same time.,
2/Dec/2021,"Easy, Flowy Trav","Spend 15-20 minutes traversing around, incorporating some doubles, dynos, and hand / foot coordination as you go.",
1/Dec/2021,Multi-Directional Warm-Up,"Arm Swings (forward) X15Arm Swings (backward) X15Arm Swings (side-to-side) X15Torso Twists X15Leg Swings (Right, side to side) X15Leg Swings (Left, side to side) X15Leg Swings (Right, frong to back) X15Leg Swings (Left, side to side) X15",
1/Dec/2021,Body Temp Raise,-10 bodyweight squats-10 push-ups-10 squat jumps-10 dips-10 assisted pistols (5/side)-10 wide push-ups,
1/Dec/2021,Side to Side Knee Ups,10 reps (5 per side)Superset with plank (go to plank with no rest)5 sets,
1/Dec/2021,Forearm Plank,30 secondsSuperset with side to side knee ups (no rest in between)5 sets,
1/Dec/2021,Band Pull Aparts,10 reps (heavy resistance)Superset with Dislocate5 sets,
1/Dec/2021,Banded Dislocate,10 repsSuperset with Pull Aparts5 sets,
1/Dec/2021,Single Leg V-Ups,10 reps (5 per side)Superset with Hanging Leg Lift5 sets,
1/Dec/2021,Hanging Leg Lift,10 repssuperset with V-Ups5 sets,
1/Dec/2021,Repeaters,20mm10 on / 10 offX10Rest 2 min3 sets,
1/Dec/2021,Stretch,10 minutes,
30/Nov/2021,5 on / 5 off,"Onsight comp simulation. Choose 8 boulders you (ideally) haven't tried before that are near your limit.-You have 5 minutes to try and send Problem 1. You can take as many attempts as you'd like in that 5 minutes. You must try from the start each time.-If you send or if your 5 minute timer has run out, take a 5 minute rest before beginning the next problem.-Repeat for all 8 boulders.How'd it go?","Good timing. LCC had a como a couple weeks ago so worked a bunch of lines from that. Flashed Men's 2 final problem, did all the moves on Men's 1 and Women's 1. Did a couple of the harder qual problems and did all the moves on a couple more. Then tried one qual problem that I couldn't quite piece together. Didn't get to rest the full 5 minutes between attempts as I was tight on time today."
30/Nov/2021,Weighted Hangs,RPE 8 (weight added)20mm5 on / 10 offX10Rest 2 minutes3X,"62 x 2 sets, ran out of time for the third! I felt blasted after the mock comp anyway though so kinda glad haha"
28/Nov/2021,Have fun! Attach some video if you can.,,Rest day
27/Nov/2021,Have fun! Attach some video if you can.,,Rest
26/Nov/2021,Have fun! Attach some video if you can.,,Went home!
25/Nov/2021,Have fun! Attach some video if you can.,,"Did Death Scream first try from the bottom. 🤙 Felt easy. Tried top of Barely Legal for a bit (heinous, couldn't do it). Tried Eye of The Beholder, got all the moves but couldn't complete. Tried Battletoads but was too fried to make moves.Was supposed to get vid of Death Scream, but my friend was too distracted"
24/Nov/2021,Have fun! Attach some video if you can.,,Rest day
23/Nov/2021,Have fun! Attach some video if you can.,,"Had a triple V9 day today. Did Tugboat Complex Sit, Bathtub, and Taking the Stairs. Also did Bowling Ball a couple times. "
22/Nov/2021,Have fun! Attach some video if you can.,,Rested
21/Nov/2021,Have fun! Attach some video if you can.,,Followed friends around on easier climbs. Did Water Paintings (V7). This thing is tough!
20/Nov/2021,Have fun! Attach some video if you can.,,"Worked Lactation Station in Dairy Canyon. Figured out all the moves in about 15 minutes and then got snowed out. Moved down canyon and tried Hydrogenated Oil for 15 minutes too. Had bad beta, but this one feels very possible. Took a flash burn on No Substance but dry fired off the top. No vids of any of the above."
19/Nov/2021,Rest,,
18/Nov/2021,Repeaters,Bodyweight20mm10 on / 10 off10 reps2 min rest3 sets,
18/Nov/2021,Easy Climbing,45-60 minutes. Focus on efficiency,
17/Nov/2021,Rest,,
16/Nov/2021,Easy Climbing,45-60 minutes of easy climbing. Foucs on precision.,
15/Nov/2021,Rest,,
14/Nov/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,Showed some friends Davey Jones Footlocker. Didn't repeat but did the moves through the crux 5 or so times. Went to Authentic Battle Damage too. 
13/Nov/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","Went to Red Feather Lakes and climbed V3, V4x2 (including a high ball), V7/9 (grade not solidified, also a flash), and did the first ascent of a low start to the compression line called Dirty Dangles. The low is called Dirtiest Dangles and I expect it's V10, although it may be V11 according to my friend who was trying it with me. Easiest method involved a campus lockoff that was SICK. Video:https://www.instagram.com/tv/CWNKywqADKT/?utm_medium=copy_link"
11/Nov/2021,Multi-Directional Warm-Up,"Arm Swings (forward) X15Arm Swings (backward) X15Arm Swings (side-to-side) X15Torso Twists X15Leg Swings (Right, side to side) X15Leg Swings (Left, side to side) X15Leg Swings (Right, frong to back) X15Leg Swings (Left, side to side) X15",
11/Nov/2021,Body Temp Raise,-10 bodyweight squats-10 push-ups-10 squat jumps-10 dips-10 assisted pistols (5/side)-10 wide push-ups,
11/Nov/2021,Side to Side Knee Ups,10 reps (5 per side)Superset with plank (go to plank with no rest)5 sets,
11/Nov/2021,Forearm Plank,30 secondsSuperset with side to side knee ups (no rest in between)5 sets,
11/Nov/2021,Band Pull Aparts,10 reps (heavy resistance)Superset with Dislocate5 sets,
11/Nov/2021,Banded Dislocate,10 repsSuperset with Pull Aparts5 sets,
11/Nov/2021,Single Leg V-Ups,10 reps (5 per side)Superset with Hanging Leg Lift5 sets,
11/Nov/2021,Hanging Leg Lift,10 repssuperset with V-Ups5 sets,
11/Nov/2021,Stretch,10 minutes,
10/Nov/2021,30-second max pull-ups,On jugs or a bar,22
10/Nov/2021,"Campus Make-Up ""On-Sight""","On overhanging terrain:Campus as long as possible, making up the moves as you go. Move continuously and with consistent pace. Aim for 1 minute or more!Rest 3 minutes3 sets",
10/Nov/2021,Campus Make-Ups: Flash or Trash,Set a 3-7 move campus climb you think you can flash. Give it just 1 go before moving on. Pressure's on!Rest 2 minutes between problems (make up new problem in this time)10 sets,
9/Nov/2021,Homework,"What do you perceive as your ""weakness""? Why? What do you perceive as your ""strength""? Why? If you can, ask some of your friends and climbing partners what they think your strengths and weaknesses are.Really take time today to think about what might be holding you back. Let me know, and let's work on it!","From my perspective, my style weakness is slab, my technique weakness is toe-hooking, and my fitness weakness is my core (basing this off how that floor routine had me feeling last week). I think we did a good job of addressing my endurance deficiency during the last cycle.From my climbing friends: my weaknesses are top-out head game and utilizing strength as a way to avoid climbing technically. Both of which I agree with."
9/Nov/2021,Choice,Work boulders that you perceive as your weakness. Take some video and include it here.,"Worked slab at LCC, couldn't even climb a V4. Did not get a video, but will next time. Also did a hardish (V8/9?) powerful route that required a double toe-hook, which thankfully I was able to send."
9/Nov/2021,Repeaters,20mm edges10 on / 10 offX10Rest 2 min3 sets,No weight added. Barely finished with 7s reps on the last 3
7/Nov/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,"Went to Nesting Place/Bird Song in North St. Vrain and once again almost flashed. Got to the last move on the flash burn but underestimated it and messed up the feet. Ended up not being able to get back to the end again, I need to learn to warm up for flash attempts better. Scoped out the rest of the area and pulled on a few lines that look like they haven't been done yet. Need to come back with a rope and clean em up."
6/Nov/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","Did Davey Jones Footlocker 1st try today after warming up. I think soft V9 is reasonable for this one. The start isn't visible in this angle. Adds 4 V4 or 5 moves, so this was a fairly enduro line for me. Did not feel pumped on the send burn 🤙"
4/Nov/2021,Modified Jackie,For Time:50 push-up burpees50 dumbbell thrusters (20 lb dumbbells)50 pull-ups,"12:30Sets:8,7,6,4,5,5,5,5,5"
4/Nov/2021,Floor Core,"5-minute EMOM (every minute, on the minute):5 V-Ups5 sit-ups10 leg lifts",HARD. Couldn't finish 4th and 5th sets within 1 minute. 
4/Nov/2021,Push-Pull,10 minute AMRAP:10 pull-ups10 hanging dips10 dumbbell curls ( weight at RPE 6)10 narrow push-ups,5 full sets
4/Nov/2021,20mm Crimp Block OTG,Work up to an RPE 10 (max out)Slowly pick up more and more weight. You should do at least 5 lifts before attempting a new max.,"25, 50, 75, 100, 115, 135, 160 (fail).RH Max: 150 (barely)LH Max: 145"
4/Nov/2021,Pinch Block OTG,Work up to an RPE 10 (max out)Slowly pick up more and more weight. You should do at least 5 lifts before attempting a new max.,"5, 10, 15, 20, 25, 30, 45RH Max: 55LH Max: 55 (barely)"
3/Nov/2021,Dumbbell Walking Lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,40/hand
3/Nov/2021,Handstand Hold Against Wall,Between walking lunge sets. Try to hold for 60 seconds.5 sets.,"60 each time, now moderate exertion to achieve this."
3/Nov/2021,Pistol,6-7 RPE5 reps/sidedo next exercise as active rest5 sets,
3/Nov/2021,forearm-to-hand planks,"Start in a forearm plank.push to hands one-at-a-time, then back down to forearms.1-minute.5 sets",
3/Nov/2021,Banded side lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,
3/Nov/2021,Bench Dips,6-7 RPE15 reps5 sets*add weight if needed. Place a dumbbell or plate in your lap.,35
3/Nov/2021,Tuck Jumps,6-7 RPE1 minutedo next exercise as active rest5 sets,
3/Nov/2021,Band Pull Aparts,RPE 6-71 minute5 sets,
2/Nov/2021,Bad Footwork,"Choose 3 sub-limit boulders (ideally in an overhang)Climb each one, but cut feet on every move.Superset with pull-ups between each climb",
2/Nov/2021,30 second Pull-Up Max,As many as possible in 30 secondsSuperset with Bad Footwork3 sets,
2/Nov/2021,Double Take,"Choose 3 sub-limit bouldersClimb each one. After you do each move the first time, move your hand back to the previous hold and redo the move again.Superset with pull-ups between each climb",
2/Nov/2021,20mm 30 second Pull-Up Max,On 20mm edgesAs many pull-ups as possible in 30 secondsSuperset with Double Take3 Sets,
2/Nov/2021,Movement: Pacing,"Choose 3 sub-limit climbsClimb each one slow, then fast, then normalWhen is it easer to go slow? Fast? Why is that? When can that be applied?",
2/Nov/2021,Repeaters,RPE 720mm edges10 on/10 off10 repsrest 2 minutes3 sets,
31/Oct/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,
30/Oct/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","Tried to flash Davey Jone's Footlocker in BoCan. Made it to the last move, but flashed pumped due to suboptimal beta. I was too scared to pull the final move above the water while that pumped so dropped off. Only tried the climb a couple times after that and was still not mentally prepared to commit to the final move."
28/Oct/2021,Back Squat,RPE 8-5 reps-move to bench press between sets-5 sets,140
28/Oct/2021,Bench Press,RPE 8-5 reps-return to back squat5 sets,155
28/Oct/2021,strict overhead press,RPE 8-5 reps-move to deadlift between sets-5 sets,95 barbell. Barely hit last rep
28/Oct/2021,Deadlift,RPE 8-5 reps-return to strict overhead press-5 sets,185 (195 next time)
28/Oct/2021,Ring Flies,RPE 6-10 reps-move to hollow body between sets-5 sets,
28/Oct/2021,Ring Hollow Body,RPE 6-30 seconds-return to ring flies-5 sets,"Brutal on the titties, can tell this will produce results!"
28/Oct/2021,Weighted Hangs,RPE 720mm edges5 on/10 off10 repsrest 2 minutes3 sets,"63, 63, 63"
27/Oct/2021,Multi-Directional Warm-Up,"Arm Swings (forward) X15Arm Swings (backward) X15Arm Swings (side-to-side) X15Torso Twists X15Leg Swings (Right, side to side) X15Leg Swings (Left, side to side) X15Leg Swings (Right, frong to back) X15Leg Swings (Left, side to side) X15",
27/Oct/2021,Body Temp Raise,-10 bodyweight squats-10 push-ups-10 squat jumps-10 dips-10 assisted pistols (5/side)-10 wide push-ups,
27/Oct/2021,Side to Side Knee Ups,10 reps (5 per side)Superset with plank (go to plank with no rest)5 sets,
27/Oct/2021,Forearm Plank,30 secondsSuperset with side to side knee ups (no rest in between)5 sets,
27/Oct/2021,Band Pull Aparts,10 reps (heavy resistance)Superset with Dislocate5 sets,
27/Oct/2021,Banded Dislocate,10 repsSuperset with Pull Aparts5 sets,
27/Oct/2021,Single Leg V-Ups,10 reps (5 per side)Superset with Hanging Leg Lift5 sets,
27/Oct/2021,Hanging Leg Lift,10 repssuperset with V-Ups5 sets,
27/Oct/2021,Stretch,10 minutes,
26/Oct/2021,Assisted 1APU,1-arm pull-ups on jugRPE 9/10 (weight off as needed)3 reps/armSuperset with Push Press3 sets,Feeling very tired today (4th day on due to scheduling issues last week)-26
26/Oct/2021,Push Press,"(just like the Overhead Press, but with some lower body activation. Can go slightly heavier weight.)RPE 9/105 repsSuperset with 1APU3 sets",105 (8) can go up next time
26/Oct/2021,On the Wall Campusing,Choose 3 sub-max boulders in an overhangCampus the first one 2X in a row with no rest in between.Rest 2 minutesRepeat with other 2 climbs,"V3, V3, V4"
26/Oct/2021,Movement: Closed Crimp vs 3-finger-drag,"Select 5 different crimpy boulders (ideally sub-limit)Climb each one once with all closed-hand crimps, then again with only open-hand crimps.What did you notice? When is it easier to grab crimps open hand? When is it easier to grab crimps closed? Which do you prefer more often?",
26/Oct/2021,Repeaters,RPE 720mm edges10 on/10 off10 repsrest 2 minutes3 sets,
24/Oct/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,"Did Resonated and some other easier lines on the Gill Boulder. Couldn't help myself and tried 606 (those crimps are nails), I guess it counts as below my limit now 😬"
23/Oct/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","Did The Anvil V10 in Boulder Canyon, despite dry firing and having my foot pop at the top. 1st sesh! Video is too big to upload, so can be found here: https://www.instagram.com/tv/CVZvcg4AzC1/?utm_medium=copy_link"
21/Oct/2021,Dumbbell Bench Press,"RPE 8-10 reps/hand-move to strict press as ""active rest"" between sets-5 sets",Set 1: 45Set 2: 45Set 3: 55Set 4: 55Set 5: 55 (can increase next time)
21/Oct/2021,Strict Press,RPE 8 (+/- weight as needed)-Use dumbbells-5 reps per arm-return to dumbbell bench press5 sets,Set 1: 35Set 2: 35Set 3: 35 (HARD after 55 bench)Set 4: 35 (Almost failed on last rep)Set 5: 30
21/Oct/2021,Back Squat,RPE 8-5 reps-Dumbbell Power Snatch as active recover between sets-5 sets,"135, 135, 135, 135, 135 (140 next time)"
21/Oct/2021,Dumbbell Power Snatch,RPE 6-10 reps per side-return to back squat-5 sets,30
21/Oct/2021,wide push-ups,RPE 8 (+/- weight as needed)-wider than shoulder width-10 reps-move to handstand hold between sets-5 sets,45
21/Oct/2021,Handstand Hold,Against a wall-set timer-go until failure or until you hit 1 minute-return to wide push ups-5 sets,Made it to 1 minute each set
21/Oct/2021,Weighted Hangs,RPE 720mm edges5 on/10 off10 repsrest 2 minutes3 sets,"58, 63, 70"
20/Oct/2021,Dumbbell Walking Lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,40/hand
20/Oct/2021,Handstand Hold Against Wall,Between walking lunge sets. Try to hold for 60 seconds.5 sets.,60s each time
20/Oct/2021,Pistol,6-7 RPE5 reps/sidedo next exercise as active rest5 sets,Using orange band for assistance. ALMOST can do this with no assistance on right leg. Knee is getting much healthier and stronger.
20/Oct/2021,forearm-to-hand planks,"Start in a forearm plank.push to hands one-at-a-time, then back down to forearms.1-minute.5 sets",
20/Oct/2021,Banded side lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,Blue banded doubled up
20/Oct/2021,Bench Dips,6-7 RPE15 reps5 sets*add weight if needed. Place a dumbbell or plate in your lap.,30
20/Oct/2021,Tuck Jumps,6-7 RPE1 minutedo next exercise as active rest5 sets,
20/Oct/2021,Band Pull Aparts,RPE 6-71 minute5 sets,Blue band
19/Oct/2021,Bad Footwork,"Choose 3 sub-limit boulders (ideally in an overhang)Climb each one, but cut feet on every move.Superset with pull-ups between each climb",1. 15 move V52. 10 move V43. 10 move V3
19/Oct/2021,30 second Pull-Up Max,As many as possible in 30 secondsSuperset with Bad Footwork3 sets,"17, 13, 10 "
19/Oct/2021,Double Take,"Choose 3 sub-limit bouldersClimb each one. After you do each move the first time, move your hand back to the previous hold and redo the move again.Superset with pull-ups between each climb",
19/Oct/2021,20mm 30 second Pull-Up Max,On 20mm edgesAs many pull-ups as possible in 30 secondsSuperset with Double Take3 Sets,"17, 16, 11"
19/Oct/2021,Movement: Wrist Position,Choose 5 sub-limit climbsClimb each boulder twice. Try out different wrist positions you wouldn't normally go for. Can you wrap the hold differently? Meak Hook? Pistol Grip? How does a different articulation of the wrist affect how the hold feels? Were you able to find a better way to grab any of the holds?,
19/Oct/2021,Repeaters,RPE 720mm edges10 on/10 off10 repsrest 2 minutes3 sets,
17/Oct/2021,Outdoor Volume,Get in lots of good movement. Try some new boulders below your limit.,Did a short climbing session in door today. Will get outside for the next one. Maybe to the new Pride Rock zone in CC
16/Oct/2021,Outdoor Project,"Please include video of best attempts, or at least let me know how it goes!","I did Traumatic Brain Damage in Coal Creek!! First 11. Took 2 sessions with 5 attempts on the 2nd session. Based on footie, I can definitely tell I need to work on accuracy with my hand placement. I readjusted my fingers on every single hold! 😭"
14/Oct/2021,Push Circuit 1,For time:-50 wide push-ups-50 alternating pistol squats-50 ring dipsRecord time,"11:30. Did all pushups first, then pistol squats and ring dips in sets of 5-10."
14/Oct/2021,Push Circuit 2,10 minute AMRAP (as many rounds as possible):-10 30lb alternating dumbbell snatches-10 30lb dumbbell strict press-10 30lb dumbbell bench press,
14/Oct/2021,Push Circuit 3,"5 minute EMOM (every minute, on the minute)-8 push-up burpees",Heart rate 5 billion 👌
14/Oct/2021,Weighted Hangs,RPE 720mm edges5 on/10 off10 repsrest 2 minutes3 sets,55
13/Oct/2021,Multi-Directional Warm-Up,"Arm Swings (forward) X15Arm Swings (backward) X15Arm Swings (side-to-side) X15Torso Twists X15Leg Swings (Right, side to side) X15Leg Swings (Left, side to side) X15Leg Swings (Right, frong to back) X15Leg Swings (Left, side to side) X15",
13/Oct/2021,Body Temp Raise,-10 bodyweight squats-10 push-ups-10 squat jumps-10 dips-10 assisted pistols (5/side)-10 wide push-ups,
13/Oct/2021,Side to Side Knee Ups,10 reps (5 per side)Superset with plank (go to plank with no rest)5 sets,
13/Oct/2021,Forearm Plank,30 secondsSuperset with side to side knee ups (no rest in between)5 sets,
13/Oct/2021,Band Pull Aparts,10 reps (heavy resistance)Superset with Dislocate5 sets,Blue band at LCC
13/Oct/2021,Banded Dislocate,10 repsSuperset with Pull Aparts5 sets,Blue band at LCC
13/Oct/2021,Single Leg V-Ups,10 reps (5 per side)Superset with Hanging Leg Lift5 sets,
13/Oct/2021,Hanging Leg Lift,10 repssuperset with V-Ups5 sets,
13/Oct/2021,Stretch,10 minutes,
12/Oct/2021,Assisted 1APU,1-arm pull-ups on jugRPE 9/10 (weight off as needed)3 reps/armSuperset with Push Press3 sets,Tried no weight off first (could do 1 rep).-26 too easy-18 too easy-13 just right 
12/Oct/2021,Push Press,"(just like the Overhead Press, but with some lower body activation. Can go slightly heavier weight.)RPE 9/105 repsSuperset with 1APU3 sets",Sets 1 & 2: 95 (7)Set 3 105 (8)
12/Oct/2021,Campus Board 1-max-max,"Start matched on 1pull as far as you can leading with the RH, then pull through with your LH as far as you can (no matching)Repeat, leading with LHRest 1 minute3 sets",Set 1:LH 1-5.5-7RH 1-5.5-6 (barely got 5.5)Set 2:LH 1-5.5-7.5RH 1-5.5-7.5Set 3:LH 1-5.5-7RH 1-5.5-7.5
12/Oct/2021,Campus Board 1-3-max-max,3 sets/hand,Set 1:LH 1-3-6.5-8.5RH 1-3-6.5-8.5Set 2:LH 1-3-6.5-8.5RH 1-3-6-8Set 3:LH 1-3-6.5-8.5RH 1-3-6-8
12/Oct/2021,Campus Board 1-4-max-max,3 sets/hand,"Set 1:LH 1-4-7-9RH 1-4-6.5-9Set 2:LH 1-4-7-9 (almost 9.5)RH 1-4-6.5-8.5Set 3:LH 1-4-6.5-8RH 1-4-6.5-8.5I can feel the fatigue on this one. Also feel less coordinated going RH first, not necessarily weaker."
12/Oct/2021,Movement: Accuracy & Glue Hands,Choose 10 sub-limit bouldersNo readjusting with hands or feetKeep your eyes on the target area.,10xV5s on Kilterboard at 35°. 1 minute rep between climbs.
12/Oct/2021,Repeaters,RPE 720mm edges10 on/10 off10 repsrest 2 minutes3 sets,Was quite exhausted by this point. Managed bodyweight with first set. Second set did 5-7s for last 5 reps. Third set did 5-7s reps with -13lbs.
10/Oct/2021,Free Exercise or Rest,,Hiked 4 miles in Guanella Pass
9/Oct/2021,Free Exercise or Rest,,Did Thursday's Circuit today.
8/Oct/2021,Outdoor Projecting,"Focus on just 1 or 2 boulders the whole session. Outdoor preferred, indoor if needed.",Did Headbanger Arete V10 at Secret Area in Coal Creek. Made it to the last move from the sit start (Traumatic Brain Injury V11) twice but my foot slipped on 1 burn and the next I was rocking a split tip. I am positive it will be my first 11 next time I go.
8/Oct/2021,Stretch,,
7/Oct/2021,FRAN,"As quickly as possible, complete:21 thrusters (just the barbell or two 20lb dumbbells)21 pull-ups15 thrusters15 pull-ups9 thrusters9 pull-ups",6:15
7/Oct/2021,Recovery Repeaters,With just bodyweight:20mm10 seconds on10 seconds offX10Rest 3 minutes3 sets,Puuuuumped. Barely finished last rep
7/Oct/2021,FRAN,Yes. Again.,
6/Oct/2021,20 minute jog,,
6/Oct/2021,Hanging knees to chest,10 repssuperset with walking lunges3 sets,
6/Oct/2021,Walking Lunges,10 reps per leg. RPE 6 (hold dumbbells if needed)superset with knees to chest3 sets,40 per hand
6/Oct/2021,Windshield Wipers,5 reps per side.superset with broad jump3 sets,
6/Oct/2021,Broad Jump,As far as you can each time10 repssuperset with windshield wipers3 sets,
6/Oct/2021,Ice Cream Scoops,Modified if needed (tuck one or both knees into your chest)10 repssuperset with back squat3 sets,
6/Oct/2021,Back Squat,RPE 510 repssuperset with front levers3 sets,"115, 95, 95"
6/Oct/2021,Banded Lat Stretch,Banded or unbanded stretches for 10 minutes.,
5/Oct/2021,Outdoor or Indoor Projecting,"Focus on just 1 or 2 boulders the whole session. Outdoor preferred, indoor if needed.",
5/Oct/2021,Stretch,,
26/Sep/2021,Projecting. Have fun!,,Did The Angler. Drove home
25/Sep/2021,Projecting. Have fun!,,Tried Bubbatronic. Couldn't do it.
24/Sep/2021,Projecting. Have fun!,,Did:Milkman V8Vertical Ice Sit V8Baldwin Bash V7Vortex V7
23/Sep/2021,Projecting. Have fun!,,- Tried Worm Turns.- Did Death Scream but dropped off instead of topping because it was sandy and dark.- Figured out all the moves on Playmate of the Year.
21/Sep/2021,Repeaters,Bodyweight20mm10 on / 10 off10 reps2 min rest3 sets,
21/Sep/2021,Easy Climbing,45-60 minutes. Focus on efficiency,
20/Sep/2021,Easy Climbing,45-60 minutes of easy climbing. Foucs on precision.,
18/Sep/2021,Free Exercise or Rest,,
17/Sep/2021,AMRAP,As many reps as possible in 5 minutes of:-30 seconds pull-ups-30 seconds push-up burpeesScore is the number of completed pull-ups + number of completed push-up burpees,
17/Sep/2021,For Time,"Start the timer:-""Buy in"" of 10 ring dips. Then:30-20-10 reps of:-Bodyweight Squat-Overhead Press (15lb dumbbells per hand)-Hanging Toes to Bar",
17/Sep/2021,EMOM,"5 minute Every Minute, On the Minute:-5 ring rows (RPE 7)-5 ring push-ups (RPE 7)",
17/Sep/2021,EMOM,"5 minute Every minute, on the minute:-5 second 1-arm deadhang from 30mm crimp (RPE 8). Switch sides and repeat immediately.",
16/Sep/2021,Project,Focus on a single project (1-2 grades above your redpoint max) for 30-45 minutes. Don't move on early unless you send it! Really spend the time to figure out the moves.,
16/Sep/2021,Board Climb,"Get on a board (Tension, Moon, Kilter, spray, etc). Work on 3-4 projects. 15-20 minutes each",
